Author,Comment
@comchientv2658,Văn quyến lối đá giống Messi nhỉ
@chivasha252,"Hưng Nguyên, Nghệ An chứ k phải Hưng Yên nhé Quân. Page lớn về bóng đá mà k chịu tra google"
@hoalethanh4298,Có 1 sự thật là nếu Văn Quyến không bán độ thì Công Vinh chỉ là thằng vô danh 🙂
@HaiNguyen-nx5se,nhìn văn quyến nghĩ đến ông tiến linh mà chán
@rainofsun2226,Đễ công vinh chung mâm vs a quyến ngày tr thì dk h lùm xùm song thì đúng là chung mâm
@aoinh7646,có tất cả nhưng thiếu tiền )
@anhtuantv4182,chỉ sợ văn quyến còn công vinh bị phai mờ
@dungvutien2824,Chính vì lời tung hô của giới truyền thông tụi bây đã giết chết nó.
@chimseimua1306,"nó giấu khai ít cho nhẹ tội, chư thật ra mỗi thèn dc gần trăm triệu thèn bán nước Quốc vượng có nói sau này"
@newexperience6894,Nó gọi là out trình so với phần còn lại 🙂
@tungaudio8056,Không gì sướng hơn khi tiền đạo vn hành cho thái lan phải khíp sợ
@ailoan6981,từ tiktok vô đây
@xoaiphanvan9325,Nói thật sự tiền đạo hay nhất ko ai ngoài pvq
@HauTran-el8ys,Bán thắng là ok rùi có thua đâu mà gọi la bán nc dc
@lamlovan3486,Đúng là một thiên tài lạc lối thật sử rất tiếc
@nth4629,Thời đấy VQ và Quốc Anh là kỳ tài bóng đá
@nghethuatsanbay3886,Từ thời văn quyến.k còn ra sân. Thì k còn thích sem bđ vn nữa
@sonnguyentien1253,2003 mới 19 tuổi chẹp
@khanhtranthihong3807,Thực lòng thời đó hơi khắt khe..chỉ là sai lầm ko đến mức độ phải hủy diệt 1 tài năng như văn quyến ..
@darkmanatlanta,Khinh bỉ <br>Kẻ bán đi dân tộc Việt
@Dinhhoanghien,Văn quyến là một nhân tài nhưng mà bồng bột . Có tài mà không có Đức thì không thể thành công . Lên công vinh dc văn quyến  làm bệ phóng
,PVQ là số 10 ko ai thay thế được
@aixemkolikeecaoi383,Văn Quyến- thiên tài bac mệnh
@AnLe-ui6ep,Thật sự ton trọng quyết.
@danghoadanghoa4848,Van quyến đúng quả thật là một nhân tài xuất chúng của bóng đá viêt nam và của cả châu á ..đến thời điển hiện tại và có lẽ là sẽ rất lâu xau  ở vn mới xuất hiện một nhân tài như văn quyến ..
@alexelliott9276,rất mê cô thanh thủy luôn
@damiendennis8043,Giọng hát của ah Đức phúc hát đúng tâm trạng hay quá
@barryklob8022,Diễn vậy mà cũng diễn được
@kimvi9039,"Mỗi lần ông này có bóng có độ sút chuẩn như kiểu ronaldinho vẩu độ chính xác cao, chỉ là ví thôi ko tài nào bằng dc cầu thủ châu âu"
@hunghientv4976,"Bê bối trong thể thao, vụ Văn Quyến chỉ là mặt nổi của tảng  băng ...."
@invitadoinvitado7189,"Nhữg người thật là chất phát như lộc sẽ luôn gặp đc may mắn trong cs,Điển hình như nhà vk lộc đố,Bố mẹ vk lộc và các thành viên trong nhà thật là hiền lành ấm áp và tốt tính."
@UcaOpa,Sao ko cho a cơ hội lập công chuộc tội mn nhỉ🥺🥺
@thucvu3993,09/04/2022 Xem vẫn có gì đấy tiếc nuối cho a
@anphan531,"Cái gì mà Công Vinh là &quot;CHÂN SÚT XUẤT SẮC NHẤT VIỆT NAM&quot;...tào lao , CV đá cái gì , &quot;CHÂN GỖ&quot; thì có ."
@giabaotran6021,Tiếc cho thằng em
@ThuyNguyen-si3zw,"Nếu nếu từ nếu thành hiện thực , nếu thời đó bd phát triển ,e ấy có người chỉ bảo thì e ấy sẽ là viên ngọc quý của bđ VN ."
@baxuanthanh3861,A là số 1 Việt Nam
@inhthuan8426,Huyện Hưng Nguyên chứ ko phải hưng Yên anh ơi
@lequyet3412,Văn Quyến tài năng số 1 Việt Nam.Cách đào trẻ của SLNA chặt đinh chém sắt.Dẫn đến tư duy cầu thủ máu lửa quá.Lứa cầu thủ HAGL đạo đức tốt.
@phuchovan7383,Thật tiếc cho một ngôi sao bóng đá VN. Hồng Sơn thứ hai  của tôi
@n.wcover4950,"K ai có thể chối bỏ tuổi thơ, dù a quyến đã sa ngã nhưng trong lòng mình vẫn luôn hâm mộ a quyến, ng luôn gắn với những trận bóng tuổi thơ của tụi mình 😊"
@HOANGTRAN-xj5fn,HẢI HẬU CHƯA ĐỦ TUỔI SO VỚI VĂN QUYẾN
@sonmancity1965,HỒNG SƠN VÀ VĂN QUYẾN là nhân tài xuất chúng của bóng đá việt nam . ngoài ra chả có ai có thể vươn tầm như thế dc
@khampha7657,Nay trên sân mà có 1 ct như văn quyến thì châu á k ngán đội nào.
@thanhlequoc1973,dùng từ thiên tài thì bậy rồi ad....người làm truyền thông o nên lạm dụng khái niệm
@zothe7688,Chưa bằng góc của quang hải
@maltsucrec4k36,Vãi cả huyên hưng yên nghệ an:))) bố thằng hlv hay đi chém gió bốc phét này. Người ta huyện hưng nguyên chém thành hưng yên
@DuyLe-me7fo,Q
@anho7735,Coi lại vẫn thấy tiếc..<br>Chuyện gì sẽ đến với bóng đá Việt nếu Quyến sinh muộn 10 năm??
@tacnguyenxuan9956,có tài mà không có đức
@uocthanh4327,Của hiếm BĐVN .
@nguyen9080,Quyến sinh cái thoi vn mình vẫn còn nghèo và đào tạo chưa nên hình nên xa ngã là điều tất yếu.
@yokohama750,"Chẳng thấy có cầu thủ nào của VN bây giờ có trình độ với tài bẩm sinh như VQuyen , bước chạy và dứt điêm  như cầu thủ châu Âu , lắm tài là mang tật thật là buồn .VN chỉ mới có một nhân tài loé sáng ,"
@hnxjdndjs741,Hưng nguyên nghệ an không phải hưng yên ông ơi
@briannguyen2764,Lưu danh muôn thuở là đây
@quyenhoang9297,Đến bh vẫn tiếc cho vq tại sao a lại làm nv
@thuantuong9364,Tiếc nuối cho một thiên tài
@ngocnguyenba1698,Cuộc đời đâu đó vẫn còn 2 chữ &quot;giá như&quot;
@VuongTran-if2ch,thời điễm bây giờ cò vq cọng vời cầu thủ bây giờ chắc rằng vn con vươn xa hơn nữa .
@duyo9988,Viet nam chưa  có 1 sát thủ nào sứng tầm Văn Quyến..!!! Thâth sự tiếc cho Quyến..!!!
@thanhngoanoan2291,"Nếu ko bán độ, chắc cũng tầm như Park Ji Sung rồi. Tiếc thật"
@minhhoaluong9566,Nếu và nếu Quyến không sa ngã thì Vinh không có cửa ở đội tuyển VN
@l-dragon6094,Tại sao từ đó đến nay Adidas hay Nike không còn tài trợ áo đấu cho DTVN nữa anh? Mong anh trả lời em ạ ❤️
@emlacobe3030,Buồn. Nk vẫn rất mến a Quyến. Từ thời a ra đến bây giờ ko xem ai đá tiền đạo ở VN sướng như a
,"Đến tận bây giờ Việt Nam vẫn chưa tìm ra một người có thể ghi bàn mà trước mặt có 3-4 Hậu vệ đối phương.<br>Đúng là lứa cầu thủ u23 Thường Châu làm nức lòng NHM nhưng Văn Quyến có thể bùng nổ gấp 5-6 lần Quang Hải , Công Phượng! Vì Văn Quyến là tiền đạo Biết Ghi Bàn Khi Trước Mặt Có 2-3 Hậu Vệ đối thủ. Cho dù đội đó là Hàn Quốc!"
@emyeucaulong4502,Thời đấy Ronaldo vs Văn Quyến là 2 cầu thủ mà trẻ con và các chị nội trợ đều nhớ tên 😄
@namnguyenhuu7155,có tài không có đức thì không thành danh
@hoaitony4939,Từ cái thời của mấy thằng này nên đến giờ tôi không bao giờ sem bóng đá Việt Nam nữa
@daclequang5662,"Đây mới là thần đồng. Đá xuất sắc từ 14 đến 17t. Đến 18,19 tuổi chơi nổi bật với các đối thủ mạnh và toàn tạo lên siêu phẩm. 19t ẵm QBV Việt Nam. Một mô hình thu nhỏ của Ronaldo delima. Tài năng và tạo cảm xúc tuyệt vời trong bóng đá là điều ko thể chối cãi"
@triuc3132,Pha cứa lòng và lưới Thái Lan vẫn quá đỉnh .người thái thời đó chỉ sơ văn quyến.
@ThoLe-jk8bm,Tại không cho anh ta cơ hội sửa đổi quá cố chấp. Lứa sau này không ai có khả năng dứt điểm như Văn Quyến. Tất cả bị bọn ác cố ý hại người tài Việt Nam nhưng bọn nó không biết Việt Nam nhân tài đầy dẫy thời nào củng có
@TrungTran-ug8ic,Thăng van quyên gioi ban đô chư đa banh thua tre con
@huongao9247,Trưa lặn bụt đã buồi chả làm gì cho đội tuyển
@ngoccanvualonenquaytv5141,Phải nói là đẳng cấp khó quên
@wastingyourtime6316,Than đọc thật sự
@wastingyourtime6316,Van quyen đa rất hay
@sonhien1108,thật là buồn cho văn quyến
@quangang7144,Thằng bán độ mà nói hoài
@alexdvh4104,"<a href=""https://www.youtube.com/watch?v=5LxjFoypQo4&amp;t=529"">8:49</a> đỡ bóng và dứt điểm ở đẳng cấp thế giới chứ chẳng phải châu á nữa"
@thucvv2767,Văn quyến là thiên tài đẳng cấp nhất của việt nam từng sản sinh chưa có cầu thủ nào ngồi chung mâm với anh được nhưng tài đi với tật
@hangia7327,Than tuong cách đây hơn  20 năm rồi
@binhnguyenvan5269,boinhf luânk điwngf bốc quá mà các cầu thủ lại tưởng đang ở trên mây và lại tụt xuống đáy xin các vị ít nói đi...
@nguyenhuynh9007,<b>Văn Quyến</b>
@tungle3302,Vn chỉ có văn quyến là thật sự tài năng
@maiphan6325,Quyến quá dại dột..đừng trở thành tội đồ không chừng giờ trở thành tỷ phú người giàu nhất ngành bóng đá việt nam..
@nguyenvanhopbk,"Tôi bằng tuổi thằng Văn Quyến, chính xác là đẻ sau nó một tháng, khi nghe tin nó bán độ thì chỉ có tiếc và tiếc thôi, tiếc vì nó còn trẻ suy nghĩ nông cạn quá, tiền nó bán độ được có thể nói là như muối bỏ bể nếu so với tương lại rạng ngời tươi sáng của nó. Nó là mẫu tiền đạo nhanh-kỹ thuật-dứt điểm tốt, nói đùa là nó phải bằng ba thằng Văn Toàn (nhanh), Công Phượng (kỹ thuật), Tiến Linh (dứt điểm) cộng lại. Ngoài ra bán độ cùng Quyến có thằng Lê Bật Hiếu nó cũng là một tài năng, Quyến là tiền đạo tài năng thì lúc đó Bật Hiếu lại là một hậu vệ tài năng, nhà nó ở xã bên cạnh cách nhà tôi tầm 2km, tết về thi thoảng vẫn ngồi xem nó đá giao lưu với xã tôi. Tất cả chỉ là hoài niệm, tài năng nhưng cần phải có người đưa đường chỉ lối, lúc đó bọn nó còn quá trẻ, hi vọng lớp trẻ không ai lặp lại điều đó."
@phuvanga3431,Tham thì thâm.
@tuyennguyenvan2122,"Có làm đuợc gì cho nước nhà mà thiên tài , chưa nặn bụt đã nặn b , mày ca ngợi vừa thôi nghe ngứa tai lắm"
@khanhngoc1010,"VQ tốc độ như Văn Toàn , kỹ thuật như Quang Hải , sút phạt như Xuân Trường , dứt điểm như Tiến Linh.... Nói chung kể cả đến bây giờ vẫn chưa thấy cầu thủ nào có tố chất như VQ , QH có thể hay thật nhưng vẫn ko toàn diện như VQ.Tiếc thật ."
@biainhcao9111,Theo dõi anh từ lúc anh vừa đạt nút bạc đến hôm nay quay lại thấy anh đã đà nút vàng youtobe chúc mừng anh
@mig31max,Nghệ An rất rất nhiều nhân tài !
@hungnguyenmanh6805,Ko được phép gọi quyến là thiên tài thần đồng
@nghiluu4966,Bây giờ VN có thể có vị thế cao hơn trước. Nhưng chưa bao giờ sản sinh ra một tiền đạo bén như VQ!
@ThongNguyen-rs7ni,Sai lầm của lđbđ việt nam .....
@khanhlinh2060,Nếu lứa cầu thủ 2020 mà có một tiền đạo như văn quyến.  Thì có thể nói thái lan chỉ là đội not đường.
@Xuanthien225,Bao giờ mới có một thần đồng như ạnh.
@dieusaotuxuyen_chiminh_tuk2226,Tiếc cho một thần đồng!
@huuvu9919,Để đáng giá văn quyến vẫn là tiền đạo số 1 vn. Nhưng ko gặp thời.
@thanhtranduc3455,xàm... Văn quyến thời này thì chỉ mang tiếng VN đá thì dở mà còn bán độ 🤣🤣🤣🤣🤣
@Vu....,Từ đó tôi ko bao h xem bóng đa châu á nữa
@dongnguyen-vi7ol,pham van quyet kha nang dut diem ben hon ca cau thu tlan
@dongnguyen-vi7ol,pham van quyen la thien tai nhung co tat
@Nguyen-加油,"Bán độ khác gì bán nước, 😂😂😂 nói chung không đáng được tôn trọng, làm HLV thì chỉ có dạy xấu học trò mà thôi"
@HoangNguyen-ly2pf,Cho nó vào dĩ vãng đi mấy ông ơi!
@namphamdoan4033,ai là người chim lợn???
@ThanhTran-gm6cy,"lối đá hao hao giống Ro béo =)) <a href=""https://www.youtube.com/watch?v=5LxjFoypQo4&amp;t=475"">7:55</a>"
@ngth852,"Văn quyến hội tụ tất cả những gì mà thế hệ sau chưa có được đó là tốc độ như văn toàn , khả năng dứt điểm hơn cả anh đức , khéo léo như công phượng"
@DucNguyen-sn4md,26/12/2021 Nhớ A 1 tiền đạo hay nhất Việt Nam
@khoiminh8399,văn quyến với quang hải ai hay hơn??? 2022
@tuthanz9707,Văn quyến ko đi sai đường thì hạ thái lan dễ dàng
@tuantrananh7269,Cầu thủ hay thì toàn nghệ an thoii
@lephan7100,"Xem trận việt nam với thái lan mấy hôm trước thì lại nhớ đến anh, ước gì thời điểm bây giờ có một tiền đạo nhanh nhạy như Văn Quyến"
@letri1609,"<a href=""https://www.youtube.com/watch?v=5LxjFoypQo4&amp;t=86"">1:26</a> chuỗi ngày tháng cơ cực bữa ấm bữa no???"
@dsloved6814,"Có cảm giác nhóm cầu thủ này bị làm tốt thí cho bọn bán độ trận chung kết năm đó thì đúng hơn. Quốc Vượng còn nói lúc đó chỉ nghĩ bán độ là phải thua chứ ko nghĩ ngược lại và họ chỉ dàn xếp tỉ số thắng Myanmar. Một cầu thủ khác đã rủ nhóm Quốc Vượng bán độ thua trận chung kết nhưng họ từ chối. Nên lỗi của Văn Quyến là lừa dối khán giả, chơi ko hết sức mình chứ nói họ bán nước thì hơi quá."
@muralilgm,Tiếc cho 1 tài năng
@mjj5071,"đó đều là quá khứ, và đã đền tội xong. dàn xếp tỉ số, ko thi đấu hết mình và gian lận để thắng tối thiểu chứ đâu phải đá để thua mà kêu bán vinh quang tổ quốc. sở dĩ Văn Quyến bị nhắc đến nhiều vì nổi tiếng nhất, đc yêu mến nhất nên nỗi thất vọng nhiều, chứ đâu phải chủ mưu. thời đó ngta đâu quan tâm nhiều đến đời sống cầu thủ, cũng ko nhiều điều kiện tốt như giờ. nhưng có 2 điều nên thừa nhận .1 là vì vụ này mà bóng đá VN tỉnh ngộ và thay đổi nhiều ( dù vẫn chưa thể gọi là chuyên nghiệp thực sự)  2 là chúng ta vẫn luôn hj vọng sẽ có cầu thủ tài năng như Văn Quyến, dù bây giờ đc đầu tư và điều kiện tốt hơn."
@TyLeiChannel,Huyền thoại Việt Nam đáng lẽ là quyến … tiếc thay đó là công vinh :)) tôi chả thấy công vinh đá hay dù xem tất cả các trận :)
@binherryviet1514,Quyến còn cv chả có tuổi
@hungngo9244,Maradona chích cả sì ke . Achentina còn tôn thờ như một vị thánh. Dàn xếp tỉ số này thì có gì đâu mà om xòm lên quá. Mấy anh lớn ăn tới cả cái quần đùi rách hỏi sao cầu thủ không tiêu cực. Văn khuyến đúng là thần đồng bóng đá việt nam
@phungotho6870,bọn công an mất dậy láo toét bán độ vẫn thắng thì bắt Văn Quyến làm cái gì
@hGGG7726,Vẩn  mải  mải  vn  chưa  ai  qua  mặt  dc  quyến  về  trình  độ  chơi  bóng.kỷ  thuật  quá  đieu  luyện
@vlognewdays4480,Hãy bỏ tên phản đồ này  vào sọt rác - hãy nhìn vào hiện tại những con người tài Đức có đủ - đừng  tung bóc  những kẻ không ra gì …suy thoái đạo Đức !!
@sutung2941,"Đúng thần đồng,dứt điểm kinh quá"
@hoangtu4332,"Vẫn mãi thần tượng Văn Quyến, 19/11.2021 và cho mãi về sau dù có chuyện gì đi nữa, vì tên của tôi cũng lấy cảm hứng từ anh"
@haonguyenthi5411,"Thật đáng buồn với văn hoá của CĐM Việt Nam.Thắng thì cười ha hả tung hô cuồng nhiệt,thua thì chửi bới các kiểu. Xấu hổ với những gì mà người dân Việt Nam đang dần dần xây đắp"
@hieu6415,Sao bán độ lại 1 0 j nhit
@duynhatduynhat8946,Quyền là tội đồ phản quốc k có của để binhluan
